"STATISTIC","Statistic Label","TLIST(A1)","Year","C02276V02746","Domestic","C02599V03153","Reason for Journey","UNIT","VALUE"
"HTA01C4","Estimated Expenditure by Irish Residents","2002","2002","01","Domestic","03","Visiting friends/relatives","Euro Million","97.2"
"HTA01C4","Estimated Expenditure by Irish Residents","2002","2002","01","Domestic","04","Education and training","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2002","2002","01","Domestic","06","Work/looking for work","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2002","2002","01","Domestic","07","Sporting events","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2002","2002","01","Domestic","08","Other reasons","Euro Million","97.7"
"HTA01C4","Estimated Expenditure by Irish Residents","2002","2002","02","Outbound","-","All reasons for journey","Euro Million","3924"
"HTA01C4","Estimated Expenditure by Irish Residents","2002","2002","02","Outbound","01","Holiday","Euro Million","2565.3"
"HTA01C4","Estimated Expenditure by Irish Residents","2002","2002","02","Outbound","02","Business","Euro Million","796.1"
"HTA01C4","Estimated Expenditure by Irish Residents","2002","2002","02","Outbound","03","Visiting friends/relatives","Euro Million","351.2"
"HTA01C4","Estimated Expenditure by Irish Residents","2002","2002","02","Outbound","04","Education and training","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2002","2002","02","Outbound","06","Work/looking for work","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2002","2002","02","Outbound","07","Sporting events","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2002","2002","02","Outbound","08","Other reasons","Euro Million","211.4"
"HTA01C4","Estimated Expenditure by Irish Residents","2003","2003","01","Domestic","-","All reasons for journey","Euro Million","970.1"
"HTA01C4","Estimated Expenditure by Irish Residents","2003","2003","01","Domestic","01","Holiday","Euro Million","575.9"
"HTA01C4","Estimated Expenditure by Irish Residents","2003","2003","01","Domestic","02","Business","Euro Million","157.6"
"HTA01C4","Estimated Expenditure by Irish Residents","2003","2003","01","Domestic","03","Visiting friends/relatives","Euro Million","114"
"HTA01C4","Estimated Expenditure by Irish Residents","2003","2003","01","Domestic","04","Education and training","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2003","2003","01","Domestic","06","Work/looking for work","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2003","2003","01","Domestic","07","Sporting events","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2003","2003","01","Domestic","08","Other reasons","Euro Million","123.4"
"HTA01C4","Estimated Expenditure by Irish Residents","2003","2003","02","Outbound","-","All reasons for journey","Euro Million","4092.2"
"HTA01C4","Estimated Expenditure by Irish Residents","2003","2003","02","Outbound","01","Holiday","Euro Million","2720.1"
"HTA01C4","Estimated Expenditure by Irish Residents","2003","2003","02","Outbound","02","Business","Euro Million","792.3"
"HTA01C4","Estimated Expenditure by Irish Residents","2003","2003","02","Outbound","03","Visiting friends/relatives","Euro Million","366.7"
"HTA01C4","Estimated Expenditure by Irish Residents","2003","2003","02","Outbound","04","Education and training","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2003","2003","02","Outbound","06","Work/looking for work","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2003","2003","02","Outbound","07","Sporting events","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2003","2003","02","Outbound","08","Other reasons","Euro Million","213.1"
"HTA01C4","Estimated Expenditure by Irish Residents","2004","2004","01","Domestic","-","All reasons for journey","Euro Million","1037.2"
"HTA01C4","Estimated Expenditure by Irish Residents","2004","2004","01","Domestic","01","Holiday","Euro Million","624.9"
"HTA01C4","Estimated Expenditure by Irish Residents","2004","2004","01","Domestic","02","Business","Euro Million","162.5"
"HTA01C4","Estimated Expenditure by Irish Residents","2004","2004","01","Domestic","03","Visiting friends/relatives","Euro Million","121.1"
"HTA01C4","Estimated Expenditure by Irish Residents","2004","2004","01","Domestic","04","Education and training","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2004","2004","01","Domestic","06","Work/looking for work","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2004","2004","01","Domestic","07","Sporting events","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2004","2004","01","Domestic","08","Other reasons","Euro Million","128.7"
"HTA01C4","Estimated Expenditure by Irish Residents","2004","2004","02","Outbound","-","All reasons for journey","Euro Million","4258.2"
"HTA01C4","Estimated Expenditure by Irish Residents","2004","2004","02","Outbound","01","Holiday","Euro Million","2927.1"
"HTA01C4","Estimated Expenditure by Irish Residents","2004","2004","02","Outbound","02","Business","Euro Million","741.5"
"HTA01C4","Estimated Expenditure by Irish Residents","2004","2004","02","Outbound","03","Visiting friends/relatives","Euro Million","387.4"
"HTA01C4","Estimated Expenditure by Irish Residents","2004","2004","02","Outbound","04","Education and training","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2004","2004","02","Outbound","06","Work/looking for work","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2004","2004","02","Outbound","07","Sporting events","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2004","2004","02","Outbound","08","Other reasons","Euro Million","202.2"
"HTA01C4","Estimated Expenditure by Irish Residents","2005","2005","01","Domestic","-","All reasons for journey","Euro Million","1164.5"
"HTA01C4","Estimated Expenditure by Irish Residents","2005","2005","01","Domestic","01","Holiday","Euro Million","706.8"
"HTA01C4","Estimated Expenditure by Irish Residents","2005","2005","01","Domestic","02","Business","Euro Million","188.3"
"HTA01C4","Estimated Expenditure by Irish Residents","2005","2005","01","Domestic","03","Visiting friends/relatives","Euro Million","142.4"
"HTA01C4","Estimated Expenditure by Irish Residents","2005","2005","01","Domestic","04","Education and training","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2005","2005","01","Domestic","06","Work/looking for work","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2005","2005","01","Domestic","07","Sporting events","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2005","2005","01","Domestic","08","Other reasons","Euro Million","127"
"HTA01C4","Estimated Expenditure by Irish Residents","2005","2005","02","Outbound","-","All reasons for journey","Euro Million","5044.1"
"HTA01C4","Estimated Expenditure by Irish Residents","2005","2005","02","Outbound","01","Holiday","Euro Million","3407.1"
"HTA01C4","Estimated Expenditure by Irish Residents","2005","2005","02","Outbound","02","Business","Euro Million","840.6"
"HTA01C4","Estimated Expenditure by Irish Residents","2005","2005","02","Outbound","03","Visiting friends/relatives","Euro Million","531.7"
"HTA01C4","Estimated Expenditure by Irish Residents","2005","2005","02","Outbound","04","Education and training","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2005","2005","02","Outbound","06","Work/looking for work","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2005","2005","02","Outbound","07","Sporting events","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2005","2005","02","Outbound","08","Other reasons","Euro Million","264.7"
"HTA01C4","Estimated Expenditure by Irish Residents","2006","2006","01","Domestic","-","All reasons for journey","Euro Million","1375.2"
"HTA01C4","Estimated Expenditure by Irish Residents","2006","2006","01","Domestic","01","Holiday","Euro Million","872.7"
"HTA01C4","Estimated Expenditure by Irish Residents","2006","2006","01","Domestic","02","Business","Euro Million","227.3"
"HTA01C4","Estimated Expenditure by Irish Residents","2006","2006","01","Domestic","03","Visiting friends/relatives","Euro Million","181.8"
"HTA01C4","Estimated Expenditure by Irish Residents","2006","2006","01","Domestic","04","Education and training","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2006","2006","01","Domestic","06","Work/looking for work","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2006","2006","01","Domestic","07","Sporting events","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2006","2006","01","Domestic","08","Other reasons","Euro Million","93.4"
"HTA01C4","Estimated Expenditure by Irish Residents","2006","2006","02","Outbound","-","All reasons for journey","Euro Million","6134.5"
"HTA01C4","Estimated Expenditure by Irish Residents","2006","2006","02","Outbound","01","Holiday","Euro Million","4363.9"
"HTA01C4","Estimated Expenditure by Irish Residents","2006","2006","02","Outbound","02","Business","Euro Million","849"
"HTA01C4","Estimated Expenditure by Irish Residents","2006","2006","02","Outbound","03","Visiting friends/relatives","Euro Million","696.7"
"HTA01C4","Estimated Expenditure by Irish Residents","2006","2006","02","Outbound","04","Education and training","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2006","2006","02","Outbound","06","Work/looking for work","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2006","2006","02","Outbound","07","Sporting events","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2006","2006","02","Outbound","08","Other reasons","Euro Million","224.9"
"HTA01C4","Estimated Expenditure by Irish Residents","2007","2007","01","Domestic","-","All reasons for journey","Euro Million","1551"
"HTA01C4","Estimated Expenditure by Irish Residents","2007","2007","01","Domestic","01","Holiday","Euro Million","1028.1"
"HTA01C4","Estimated Expenditure by Irish Residents","2007","2007","01","Domestic","02","Business","Euro Million","194.1"
"HTA01C4","Estimated Expenditure by Irish Residents","2007","2007","01","Domestic","03","Visiting friends/relatives","Euro Million","219.7"
"HTA01C4","Estimated Expenditure by Irish Residents","2007","2007","01","Domestic","04","Education and training","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2007","2007","01","Domestic","06","Work/looking for work","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2007","2007","01","Domestic","07","Sporting events","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2007","2007","01","Domestic","08","Other reasons","Euro Million","109.1"
"HTA01C4","Estimated Expenditure by Irish Residents","2007","2007","02","Outbound","-","All reasons for journey","Euro Million","7344.8"
"HTA01C4","Estimated Expenditure by Irish Residents","2007","2007","02","Outbound","01","Holiday","Euro Million","5542.4"
"HTA01C4","Estimated Expenditure by Irish Residents","2007","2007","02","Outbound","02","Business","Euro Million","784.3"
"HTA01C4","Estimated Expenditure by Irish Residents","2007","2007","02","Outbound","03","Visiting friends/relatives","Euro Million","784.7"
"HTA01C4","Estimated Expenditure by Irish Residents","2007","2007","02","Outbound","04","Education and training","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2007","2007","02","Outbound","06","Work/looking for work","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2007","2007","02","Outbound","07","Sporting events","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2007","2007","02","Outbound","08","Other reasons","Euro Million","233.4"
"HTA01C4","Estimated Expenditure by Irish Residents","2008","2008","01","Domestic","-","All reasons for journey","Euro Million","1546"
"HTA01C4","Estimated Expenditure by Irish Residents","2008","2008","01","Domestic","01","Holiday","Euro Million","1027.9"
"HTA01C4","Estimated Expenditure by Irish Residents","2008","2008","01","Domestic","02","Business","Euro Million","162.8"
"HTA01C4","Estimated Expenditure by Irish Residents","2008","2008","01","Domestic","03","Visiting friends/relatives","Euro Million","215.7"
"HTA01C4","Estimated Expenditure by Irish Residents","2008","2008","01","Domestic","04","Education and training","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2008","2008","01","Domestic","06","Work/looking for work","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2008","2008","01","Domestic","07","Sporting events","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2008","2008","01","Domestic","08","Other reasons","Euro Million","139.6"
"HTA01C4","Estimated Expenditure by Irish Residents","2008","2008","02","Outbound","-","All reasons for journey","Euro Million","7187"
"HTA01C4","Estimated Expenditure by Irish Residents","2008","2008","02","Outbound","01","Holiday","Euro Million","5282.7"
"HTA01C4","Estimated Expenditure by Irish Residents","2008","2008","02","Outbound","02","Business","Euro Million","785.7"
"HTA01C4","Estimated Expenditure by Irish Residents","2008","2008","02","Outbound","03","Visiting friends/relatives","Euro Million","840.8"
"HTA01C4","Estimated Expenditure by Irish Residents","2008","2008","02","Outbound","04","Education and training","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2008","2008","02","Outbound","06","Work/looking for work","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2008","2008","02","Outbound","07","Sporting events","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2008","2008","02","Outbound","08","Other reasons","Euro Million","277.8"
"HTA01C4","Estimated Expenditure by Irish Residents","2009","2009","01","Domestic","-","All reasons for journey","Euro Million","1389.8"
"HTA01C4","Estimated Expenditure by Irish Residents","2009","2009","01","Domestic","01","Holiday","Euro Million","843.3"
"HTA01C4","Estimated Expenditure by Irish Residents","2009","2009","01","Domestic","02","Business","Euro Million","136.2"
"HTA01C4","Estimated Expenditure by Irish Residents","2009","2009","01","Domestic","03","Visiting friends/relatives","Euro Million","171.1"
"HTA01C4","Estimated Expenditure by Irish Residents","2009","2009","01","Domestic","04","Education and training","Euro Million","61.9"
"HTA01C4","Estimated Expenditure by Irish Residents","2009","2009","01","Domestic","06","Work/looking for work","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2009","2009","01","Domestic","07","Sporting events","Euro Million","39.3"
"HTA01C4","Estimated Expenditure by Irish Residents","2009","2009","01","Domestic","08","Other reasons","Euro Million","138"
"HTA01C4","Estimated Expenditure by Irish Residents","2009","2009","02","Outbound","-","All reasons for journey","Euro Million","5786.9"
"HTA01C4","Estimated Expenditure by Irish Residents","2009","2009","02","Outbound","01","Holiday","Euro Million","3949.8"
"HTA01C4","Estimated Expenditure by Irish Residents","2009","2009","02","Outbound","02","Business","Euro Million","649"
"HTA01C4","Estimated Expenditure by Irish Residents","2009","2009","02","Outbound","03","Visiting friends/relatives","Euro Million","732.9"
"HTA01C4","Estimated Expenditure by Irish Residents","2009","2009","02","Outbound","04","Education and training","Euro Million","129.6"
"HTA01C4","Estimated Expenditure by Irish Residents","2009","2009","02","Outbound","06","Work/looking for work","Euro Million",""
"HTA01C4","Estimated Expenditure by Irish Residents","2009","2009","02","Outbound","07","Sporting events","Euro Million","136.2"
"HTA01C4","Estimated Expenditure by Irish Residents","2009","2009","02","Outbound","08","Other reasons","Euro Million","189.4"
"HTA01C4","Estimated Expenditure by Irish Residents","2010","2010","01","Domestic","-","All reasons for journey","Euro Million","1560.5"
"HTA01C4","Estimated Expenditure by Irish Residents","2010","2010","01","Domestic","01","Holiday","Euro Million","971.9"
"HTA01C4","Estimated Expenditure by Irish Residents","2010","2010","01","Domestic","02","Business","Euro Million","85.9"
"HTA01C4","Estimated Expenditure by Irish Residents","2010","2010","01","Domestic","03","Visiting friends/relatives","Euro Million","270.5"
"HTA01C4","Estimated Expenditure by Irish Residents","2010","2010","01","Domestic","04","Education and training","Euro Million","40.5"
"HTA01C4","Estimated Expenditure by Irish Residents","2010","2010","01","Domestic","06","Work/looking for work","Euro Million","19.5"
"HTA01C4","Estimated Expenditure by Irish Residents","2010","2010","01","Domestic","07","Sporting events","Euro Million","54.1"
"HTA01C4","Estimated Expenditure by Irish Residents","2010","2010","01","Domestic","08","Other reasons","Euro Million","118.1"
"HTA01C4","Estimated Expenditure by Irish Residents","2010","2010","02","Outbound","-","All reasons for journey","Euro Million","5895.7"
"HTA01C4","Estimated Expenditure by Irish Residents","2010","2010","02","Outbound","01","Holiday","Euro Million","3812.9"
"HTA01C4","Estimated Expenditure by Irish Residents","2010","2010","02","Outbound","02","Business","Euro Million","628.5"
"HTA01C4","Estimated Expenditure by Irish Residents","2010","2010","02","Outbound","03","Visiting friends/relatives","Euro Million","872.8"
"HTA01C4","Estimated Expenditure by Irish Residents","2010","2010","02","Outbound","04","Education and training","Euro Million","119.3"
"HTA01C4","Estimated Expenditure by Irish Residents","2010","2010","02","Outbound","06","Work/looking for work","Euro Million","91.2"
"HTA01C4","Estimated Expenditure by Irish Residents","2010","2010","02","Outbound","07","Sporting events","Euro Million","133.9"
"HTA01C4","Estimated Expenditure by Irish Residents","2010","2010","02","Outbound","08","Other reasons","Euro Million","237.2"
"HTA01C4","Estimated Expenditure by Irish Residents","2011","2011","01","Domestic","-","All reasons for journey","Euro Million","1415.9"
"HTA01C4","Estimated Expenditure by Irish Residents","2011","2011","01","Domestic","01","Holiday","Euro Million","864.9"
"HTA01C4","Estimated Expenditure by Irish Residents","2011","2011","01","Domestic","02","Business","Euro Million","76.9"
"HTA01C4","Estimated Expenditure by Irish Residents","2011","2011","01","Domestic","03","Visiting friends/relatives","Euro Million","265.9"
"HTA01C4","Estimated Expenditure by Irish Residents","2011","2011","01","Domestic","04","Education and training","Euro Million","26.5"
"HTA01C4","Estimated Expenditure by Irish Residents","2011","2011","01","Domestic","06","Work/looking for work","Euro Million","23.4"
"HTA01C4","Estimated Expenditure by Irish Residents","2011","2011","01","Domestic","07","Sporting events","Euro Million","51"
"HTA01C4","Estimated Expenditure by Irish Residents","2011","2011","01","Domestic","08","Other reasons","Euro Million","107.2"
"HTA01C4","Estimated Expenditure by Irish Residents","2011","2011","02","Outbound","-","All reasons for journey","Euro Million","5408.1"
"HTA01C4","Estimated Expenditure by Irish Residents","2011","2011","02","Outbound","01","Holiday","Euro Million","3148.6"
"HTA01C4","Estimated Expenditure by Irish Residents","2011","2011","02","Outbound","02","Business","Euro Million","744.8"
"HTA01C4","Estimated Expenditure by Irish Residents","2011","2011","02","Outbound","03","Visiting friends/relatives","Euro Million","938.4"
"HTA01C4","Estimated Expenditure by Irish Residents","2011","2011","02","Outbound","04","Education and training","Euro Million","72.7"
"HTA01C4","Estimated Expenditure by Irish Residents","2011","2011","02","Outbound","06","Work/looking for work","Euro Million","108.8"
"HTA01C4","Estimated Expenditure by Irish Residents","2011","2011","02","Outbound","07","Sporting events","Euro Million","134.5"
"HTA01C4","Estimated Expenditure by Irish Residents","2011","2011","02","Outbound","08","Other reasons","Euro Million","260.4"
"HTA01C4","Estimated Expenditure by Irish Residents","2012","2012","01","Domestic","-","All reasons for journey","Euro Million","1514.2"
"HTA01C4","Estimated Expenditure by Irish Residents","2012","2012","01","Domestic","01","Holiday","Euro Million","876.2"
"HTA01C4","Estimated Expenditure by Irish Residents","2012","2012","01","Domestic","02","Business","Euro Million","80.5"
"HTA01C4","Estimated Expenditure by Irish Residents","2012","2012","01","Domestic","03","Visiting friends/relatives","Euro Million","289.6"
"HTA01C4","Estimated Expenditure by Irish Residents","2012","2012","01","Domestic","04","Education and training","Euro Million","53.4"
"HTA01C4","Estimated Expenditure by Irish Residents","2012","2012","01","Domestic","06","Work/looking for work","Euro Million","37.9"
"HTA01C4","Estimated Expenditure by Irish Residents","2012","2012","01","Domestic","07","Sporting events","Euro Million","53.3"
"HTA01C4","Estimated Expenditure by Irish Residents","2012","2012","01","Domestic","08","Other reasons","Euro Million","123.4"
"HTA01C4","Estimated Expenditure by Irish Residents","2012","2012","02","Outbound","-","All reasons for journey","Euro Million","5342.5"
"HTA01C4","Estimated Expenditure by Irish Residents","2012","2012","02","Outbound","01","Holiday","Euro Million","3371.6"
"HTA01C4","Estimated Expenditure by Irish Residents","2012","2012","02","Outbound","02","Business","Euro Million","631.4"
"HTA01C4","Estimated Expenditure by Irish Residents","2012","2012","02","Outbound","03","Visiting friends/relatives","Euro Million","800.9"
"HTA01C4","Estimated Expenditure by Irish Residents","2012","2012","02","Outbound","04","Education and training","Euro Million","78.7"
"HTA01C4","Estimated Expenditure by Irish Residents","2012","2012","02","Outbound","06","Work/looking for work","Euro Million","131.1"
"HTA01C4","Estimated Expenditure by Irish Residents","2012","2012","02","Outbound","07","Sporting events","Euro Million","151.3"
"HTA01C4","Estimated Expenditure by Irish Residents","2012","2012","02","Outbound","08","Other reasons","Euro Million","177.4"
"HTA01C4","Estimated Expenditure by Irish Residents","2013","2013","01","Domestic","-","All reasons for journey","Euro Million","1533"
"HTA01C4","Estimated Expenditure by Irish Residents","2013","2013","01","Domestic","01","Holiday","Euro Million","947.2"
"HTA01C4","Estimated Expenditure by Irish Residents","2013","2013","01","Domestic","02","Business","Euro Million","84.2"
"HTA01C4","Estimated Expenditure by Irish Residents","2013","2013","01","Domestic","03","Visiting friends/relatives","Euro Million","284.8"
"HTA01C4","Estimated Expenditure by Irish Residents","2013","2013","01","Domestic","04","Education and training","Euro Million","46.4"
"HTA01C4","Estimated Expenditure by Irish Residents","2013","2013","01","Domestic","06","Work/looking for work","Euro Million","16.9"
"HTA01C4","Estimated Expenditure by Irish Residents","2013","2013","01","Domestic","07","Sporting events","Euro Million","49.9"
"HTA01C4","Estimated Expenditure by Irish Residents","2013","2013","01","Domestic","08","Other reasons","Euro Million","103.6"
"HTA01C4","Estimated Expenditure by Irish Residents","2013","2013","02","Outbound","-","All reasons for journey","Euro Million","5384.2"
"HTA01C4","Estimated Expenditure by Irish Residents","2013","2013","02","Outbound","01","Holiday","Euro Million","3192.8"
"HTA01C4","Estimated Expenditure by Irish Residents","2013","2013","02","Outbound","02","Business","Euro Million","812.4"
"HTA01C4","Estimated Expenditure by Irish Residents","2013","2013","02","Outbound","03","Visiting friends/relatives","Euro Million","888"
"HTA01C4","Estimated Expenditure by Irish Residents","2013","2013","02","Outbound","04","Education and training","Euro Million","90.1"
"HTA01C4","Estimated Expenditure by Irish Residents","2013","2013","02","Outbound","06","Work/looking for work","Euro Million","122.1"
"HTA01C4","Estimated Expenditure by Irish Residents","2013","2013","02","Outbound","07","Sporting events","Euro Million","126.3"
"HTA01C4","Estimated Expenditure by Irish Residents","2013","2013","02","Outbound","08","Other reasons","Euro Million","152.5"
"HTA01C4","Estimated Expenditure by Irish Residents","2014","2014","01","Domestic","-","All reasons for journey","Euro Million","1713.5"
"HTA01C4","Estimated Expenditure by Irish Residents","2014","2014","01","Domestic","01","Holiday","Euro Million","992.8"
"HTA01C4","Estimated Expenditure by Irish Residents","2014","2014","01","Domestic","02","Business","Euro Million","110.3"
"HTA01C4","Estimated Expenditure by Irish Residents","2014","2014","01","Domestic","03","Visiting friends/relatives","Euro Million","327"
"HTA01C4","Estimated Expenditure by Irish Residents","2014","2014","01","Domestic","04","Education and training","Euro Million","40.6"
"HTA01C4","Estimated Expenditure by Irish Residents","2014","2014","01","Domestic","06","Work/looking for work","Euro Million","21"
"HTA01C4","Estimated Expenditure by Irish Residents","2014","2014","01","Domestic","07","Sporting events","Euro Million","67.3"
"HTA01C4","Estimated Expenditure by Irish Residents","2014","2014","01","Domestic","08","Other reasons","Euro Million","154.5"
"HTA01C4","Estimated Expenditure by Irish Residents","2014","2014","02","Outbound","-","All reasons for journey","Euro Million","5590.2"
"HTA01C4","Estimated Expenditure by Irish Residents","2014","2014","02","Outbound","01","Holiday","Euro Million","3391.1"
"HTA01C4","Estimated Expenditure by Irish Residents","2014","2014","02","Outbound","02","Business","Euro Million","812.6"
"HTA01C4","Estimated Expenditure by Irish Residents","2014","2014","02","Outbound","03","Visiting friends/relatives","Euro Million","912.1"
"HTA01C4","Estimated Expenditure by Irish Residents","2014","2014","02","Outbound","04","Education and training","Euro Million","72.3"
"HTA01C4","Estimated Expenditure by Irish Residents","2014","2014","02","Outbound","06","Work/looking for work","Euro Million","114.1"
"HTA01C4","Estimated Expenditure by Irish Residents","2014","2014","02","Outbound","07","Sporting events","Euro Million","124"
"HTA01C4","Estimated Expenditure by Irish Residents","2014","2014","02","Outbound","08","Other reasons","Euro Million","163.9"
"HTA01C4","Estimated Expenditure by Irish Residents","2015","2015","01","Domestic","-","All reasons for journey","Euro Million","1725.3"
"HTA01C4","Estimated Expenditure by Irish Residents","2015","2015","01","Domestic","01","Holiday","Euro Million","1070.4"
"HTA01C4","Estimated Expenditure by Irish Residents","2015","2015","01","Domestic","02","Business","Euro Million","98"
"HTA01C4","Estimated Expenditure by Irish Residents","2015","2015","01","Domestic","03","Visiting friends/relatives","Euro Million","296.5"
"HTA01C4","Estimated Expenditure by Irish Residents","2015","2015","01","Domestic","04","Education and training","Euro Million","60.7"
"HTA01C4","Estimated Expenditure by Irish Residents","2015","2015","01","Domestic","06","Work/looking for work","Euro Million","17.9"
"HTA01C4","Estimated Expenditure by Irish Residents","2015","2015","01","Domestic","07","Sporting events","Euro Million","58.7"
"HTA01C4","Estimated Expenditure by Irish Residents","2015","2015","01","Domestic","08","Other reasons","Euro Million","123.1"
"HTA01C4","Estimated Expenditure by Irish Residents","2015","2015","02","Outbound","-","All reasons for journey","Euro Million","6022.1"
"HTA01C4","Estimated Expenditure by Irish Residents","2015","2015","02","Outbound","01","Holiday","Euro Million","3836.3"
"HTA01C4","Estimated Expenditure by Irish Residents","2015","2015","02","Outbound","02","Business","Euro Million","880.6"
"HTA01C4","Estimated Expenditure by Irish Residents","2015","2015","02","Outbound","03","Visiting friends/relatives","Euro Million","759.7"
"HTA01C4","Estimated Expenditure by Irish Residents","2015","2015","02","Outbound","04","Education and training","Euro Million","71"
"HTA01C4","Estimated Expenditure by Irish Residents","2015","2015","02","Outbound","06","Work/looking for work","Euro Million","154.6"
"HTA01C4","Estimated Expenditure by Irish Residents","2015","2015","02","Outbound","07","Sporting events","Euro Million","168.1"
"HTA01C4","Estimated Expenditure by Irish Residents","2015","2015","02","Outbound","08","Other reasons","Euro Million","151.9"
"HTA01C4","Estimated Expenditure by Irish Residents","2016","2016","01","Domestic","-","All reasons for journey","Euro Million","1797.7"
"HTA01C4","Estimated Expenditure by Irish Residents","2016","2016","01","Domestic","01","Holiday","Euro Million","1135.8"
"HTA01C4","Estimated Expenditure by Irish Residents","2016","2016","01","Domestic","02","Business","Euro Million","106.3"
"HTA01C4","Estimated Expenditure by Irish Residents","2016","2016","01","Domestic","03","Visiting friends/relatives","Euro Million","297"
"HTA01C4","Estimated Expenditure by Irish Residents","2016","2016","01","Domestic","04","Education and training","Euro Million","53.9"
"HTA01C4","Estimated Expenditure by Irish Residents","2016","2016","01","Domestic","06","Work/looking for work","Euro Million","19.2"
"HTA01C4","Estimated Expenditure by Irish Residents","2016","2016","01","Domestic","07","Sporting events","Euro Million","64.3"
"HTA01C4","Estimated Expenditure by Irish Residents","2016","2016","01","Domestic","08","Other reasons","Euro Million","121.2"
"HTA01C4","Estimated Expenditure by Irish Residents","2016","2016","02","Outbound","-","All reasons for journey","Euro Million","6539"
"HTA01C4","Estimated Expenditure by Irish Residents","2016","2016","02","Outbound","01","Holiday","Euro Million","3926.8"
"HTA01C4","Estimated Expenditure by Irish Residents","2016","2016","02","Outbound","02","Business","Euro Million","1094.1"
"HTA01C4","Estimated Expenditure by Irish Residents","2016","2016","02","Outbound","03","Visiting friends/relatives","Euro Million","893.8"
"HTA01C4","Estimated Expenditure by Irish Residents","2016","2016","02","Outbound","04","Education and training","Euro Million","92.8"
"HTA01C4","Estimated Expenditure by Irish Residents","2016","2016","02","Outbound","06","Work/looking for work","Euro Million","144.2"
"HTA01C4","Estimated Expenditure by Irish Residents","2016","2016","02","Outbound","07","Sporting events","Euro Million","177.9"
"HTA01C4","Estimated Expenditure by Irish Residents","2016","2016","02","Outbound","08","Other reasons","Euro Million","209.2"
"HTA01C4","Estimated Expenditure by Irish Residents","2017","2017","01","Domestic","-","All reasons for journey","Euro Million","1879.1"
"HTA01C4","Estimated Expenditure by Irish Residents","2017","2017","01","Domestic","01","Holiday","Euro Million","1129.2"
"HTA01C4","Estimated Expenditure by Irish Residents","2017","2017","01","Domestic","02","Business","Euro Million","123.3"
"HTA01C4","Estimated Expenditure by Irish Residents","2017","2017","01","Domestic","03","Visiting friends/relatives","Euro Million","353.1"
"HTA01C4","Estimated Expenditure by Irish Residents","2017","2017","01","Domestic","04","Education and training","Euro Million","73.3"
"HTA01C4","Estimated Expenditure by Irish Residents","2017","2017","01","Domestic","06","Work/looking for work","Euro Million","19.3"
"HTA01C4","Estimated Expenditure by Irish Residents","2017","2017","01","Domestic","07","Sporting events","Euro Million","62.1"
